query_id,query_type,query_text,retriever_name,rank,document_id,score
ood_01,out_of_distribution,a drill to improve my tennis serve,semantic_e5_high_constraint_grammar,1,session_310,0.8287121057510376
ood_01,out_of_distribution,a drill to improve my tennis serve,semantic_e5_high_constraint_grammar,2,session_159,0.8253098726272583
ood_01,out_of_distribution,a drill to improve my tennis serve,semantic_e5_high_constraint_grammar,3,session_333,0.8251467943191528
ood_01,out_of_distribution,a drill to improve my tennis serve,semantic_e5_high_constraint_grammar,4,session_203,0.8249837756156921
ood_01,out_of_distribution,a drill to improve my tennis serve,semantic_e5_high_constraint_grammar,5,session_026,0.8248348236083984
ood_01,out_of_distribution,a drill to improve my tennis serve,semantic_e5_high_constraint_grammar,6,session_303,0.8245069980621338
ood_01,out_of_distribution,a drill to improve my tennis serve,semantic_e5_high_constraint_grammar,7,session_066,0.8244417905807495
ood_01,out_of_distribution,a drill to improve my tennis serve,semantic_e5_high_constraint_grammar,8,session_099,0.8244136571884155
ood_01,out_of_distribution,a drill to improve my tennis serve,semantic_e5_high_constraint_grammar,9,session_039,0.8242246508598328
ood_01,out_of_distribution,a drill to improve my tennis serve,semantic_e5_high_constraint_grammar,10,session_341,0.8241978883743286
ood_01,out_of_distribution,a drill to improve my tennis serve,sparse_bm25_high_constraint_grammar,1,session_014,0.0
ood_01,out_of_distribution,a drill to improve my tennis serve,sparse_bm25_high_constraint_grammar,2,session_015,0.0
ood_01,out_of_distribution,a drill to improve my tennis serve,sparse_bm25_high_constraint_grammar,3,session_021,0.0
ood_01,out_of_distribution,a drill to improve my tennis serve,sparse_bm25_high_constraint_grammar,4,session_028,0.0
ood_01,out_of_distribution,a drill to improve my tennis serve,sparse_bm25_high_constraint_grammar,5,session_029,0.0
ood_01,out_of_distribution,a drill to improve my tennis serve,sparse_bm25_high_constraint_grammar,6,session_032,0.0
ood_01,out_of_distribution,a drill to improve my tennis serve,sparse_bm25_high_constraint_grammar,7,session_051,0.0
ood_01,out_of_distribution,a drill to improve my tennis serve,sparse_bm25_high_constraint_grammar,8,session_052,0.0
ood_01,out_of_distribution,a drill to improve my tennis serve,sparse_bm25_high_constraint_grammar,9,session_057,0.0
